subid	 trial	 block	 startPred	 prediction	 reward	 PE	 RTpred	 SD	 EV	 BeginITI	 CueOnset	 LogPrediction	 Feedback	 OnsetTooSlow	 BaselineStart	 
77	 17	 1	 97	 NaN	 47	 NaN	 3.520000e+00	 15	 35	 1.047206e+03	 1.049439e+03	 NaN	 NaN	 1.053973e+03	 8.855384e+02	 
77	 18	 1	 10	 NaN	 68	 NaN	 3.520000e+00	 15	 35	 1.055506e+03	 1.057390e+03	 NaN	 NaN	 1.061923e+03	 8.855384e+02	 
77	 19	 1	 91	 NaN	 34	 NaN	 3.520000e+00	 5	 65	 1.063456e+03	 1.068056e+03	 NaN	 NaN	 1.072589e+03	 8.855384e+02	 
77	 20	 1	 68	 NaN	 28	 NaN	 3.520000e+00	 5	 65	 1.074123e+03	 1.075723e+03	 NaN	 NaN	 1.080256e+03	 8.855384e+02	 
77	 21	 1	 87	 NaN	 35	 NaN	 3.520000e+00	 5	 65	 1.081789e+03	 1.083806e+03	 NaN	 NaN	 1.088339e+03	 8.855384e+02	 
77	 22	 1	 90	 NaN	 31	 NaN	 3.520000e+00	 5	 65	 1.089873e+03	 1.091823e+03	 NaN	 NaN	 1.096356e+03	 8.855384e+02	 
77	 23	 1	 52	 NaN	 25	 NaN	 3.520000e+00	 15	 35	 1.097889e+03	 1.098989e+03	 NaN	 NaN	 1.103523e+03	 8.855384e+02	 
77	 24	 1	 29	 NaN	 50	 NaN	 3.520000e+00	 15	 35	 1.105056e+03	 1.106689e+03	 NaN	 NaN	 1.111223e+03	 8.855384e+02	 
77	 25	 1	 12	 NaN	 64	 NaN	 3.520000e+00	 15	 35	 1.112756e+03	 1.114573e+03	 NaN	 NaN	 1.119106e+03	 8.855384e+02	 
77	 26	 1	 31	 NaN	 43	 NaN	 3.520000e+00	 15	 35	 1.120639e+03	 1.126239e+03	 NaN	 NaN	 1.130773e+03	 8.855384e+02	 
77	 27	 1	 98	 NaN	 70	 NaN	 3.520000e+00	 5	 65	 1.132306e+03	 1.134807e+03	 NaN	 NaN	 1.139340e+03	 8.855384e+02	 
77	 28	 1	 51	 NaN	 65	 NaN	 3.520000e+00	 5	 65	 1.140873e+03	 1.145257e+03	 NaN	 NaN	 1.149790e+03	 8.855384e+02	 
77	 29	 1	 10	 NaN	 33	 NaN	 3.520000e+00	 5	 65	 1.151323e+03	 1.153357e+03	 NaN	 NaN	 1.157890e+03	 8.855384e+02	 
77	 30	 1	 39	 NaN	 39	 NaN	 3.520000e+00	 5	 65	 1.159423e+03	 1.160957e+03	 NaN	 NaN	 1.165490e+03	 8.855384e+02	 
77	 31	 1	 20	 NaN	 36	 NaN	 3.520000e+00	 5	 65	 1.167023e+03	 1.171940e+03	 NaN	 NaN	 1.176473e+03	 8.855384e+02	 
77	 32	 1	 83	 NaN	 45	 NaN	 3.520000e+00	 5	 65	 1.178007e+03	 1.183523e+03	 NaN	 NaN	 1.188057e+03	 8.855384e+02	 
77	 33	 1	 12	 NaN	 72	 NaN	 3.520000e+00	 15	 35	 1.189590e+03	 1.192490e+03	 NaN	 NaN	 1.197023e+03	 8.855384e+02	 
77	 34	 1	 52	 NaN	 80	 NaN	 3.520000e+00	 15	 35	 1.198557e+03	 1.203473e+03	 NaN	 NaN	 1.208007e+03	 8.855384e+02	 
77	 35	 1	 3	 NaN	 56	 NaN	 3.520000e+00	 15	 35	 1.209540e+03	 1.220890e+03	 NaN	 NaN	 1.225423e+03	 8.855384e+02	 
77	 36	 1	 51	 NaN	 83	 NaN	 3.520000e+00	 15	 35	 1.226957e+03	 1.229224e+03	 NaN	 NaN	 1.233757e+03	 8.855384e+02	 
77	 37	 1	 95	 NaN	 36	 NaN	 3.520000e+00	 15	 35	 1.235290e+03	 1.237707e+03	 NaN	 NaN	 1.242240e+03	 8.855384e+02	 
77	 38	 1	 97	 NaN	 34	 NaN	 3.520000e+00	 5	 65	 1.243774e+03	 1.245024e+03	 NaN	 NaN	 1.249557e+03	 8.855384e+02	 
77	 39	 1	 49	 NaN	 30	 NaN	 3.520000e+00	 5	 65	 1.251090e+03	 1.252957e+03	 NaN	 NaN	 1.257491e+03	 8.855384e+02	 
77	 40	 1	 19	 NaN	 38	 NaN	 3.520000e+00	 5	 65	 1.259024e+03	 1.260890e+03	 NaN	 NaN	 1.265424e+03	 8.855384e+02	 
77	 41	 1	 29	 NaN	 35	 NaN	 3.520000e+00	 5	 65	 1.266957e+03	 1.275024e+03	 NaN	 NaN	 1.279557e+03	 8.855384e+02	 
77	 42	 1	 35	 NaN	 39	 NaN	 3.520000e+00	 5	 65	 1.281090e+03	 1.287657e+03	 NaN	 NaN	 1.292191e+03	 8.855384e+02	 
